FarmId,FarmArea,Location,Crop,PlantingDate,Temperature,Precipitation,AvgTempRequiredMin,AvgTempRequiredMax,PrecipitationMin,PrecipitationMax,OptimalTempMidpoint,OptimalPrecipMidpoint,TempDeviation,PrecipDeviation,NormalizedTempDeviation,NormalizedPrecipDeviation,OverallRiskScore
4847,3433.157506,Kansas,Corn,6/1/2018,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
4848,3076.128004,Kansas,Soybean,5/1/2013,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4849,686.5053969,Iowa,Soybean,6/1/2013,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4850,3412.873497,California,Grapes,3/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
4851,4875.286338,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4852,4119.013843,Iowa,Soybean,5/1/2015,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4853,3124.878923,California,Almonds,10/1/2016,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4854,3084.081849,California,Grapes,4/1/2015,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
4855,2107.060627,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4856,1730.011914,Kansas,Wheat,10/1/2022,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
4857,3479.990565,Kansas,Corn,6/1/2013,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
4858,4061.770935,Kansas,Corn,6/1/2019,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
4859,3226.511457,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4860,3237.994414,Iowa,Corn,5/1/2016,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
4861,2128.459992,Kansas,Wheat,9/1/2020,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
4862,823.8756793,Iowa,Soybean,5/1/2015,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4863,4500.100017,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4864,3880.849057,California,Grapes,4/1/2015,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
4865,4346.332856,California,Almonds,11/1/2016,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4866,4269.094597,California,Grapes,2/1/2017,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4867,3174.04645,Kansas,Wheat,11/1/2020,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
4868,1132.548692,Iowa,Corn,5/1/2022,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4869,3863.881081,California,Almonds,11/1/2017,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4870,4128.097409,California,Grapes,3/1/2015,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4871,3966.473626,California,Grapes,2/1/2020,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
4872,4331.84092,Kansas,Corn,6/1/2018,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
4873,4397.617533,California,Almonds,10/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4874,1997.669169,California,Grapes,2/1/2015,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4875,4960.551476,Iowa,Soybean,5/1/2013,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4876,1967.999708,California,Grapes,3/1/2017,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4877,2941.802658,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4878,1997.751876,Kansas,Wheat,10/1/2017,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
4879,944.2735744,Kansas,Soybean,5/1/2019,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4880,302.0311634,Kansas,Soybean,5/1/2021,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4881,3135.446525,Iowa,Corn,4/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4882,1688.980376,Kansas,Wheat,4/1/2018,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
4883,3079.966321,Iowa,Soybean,6/1/2016,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4884,1424.981219,Kansas,Corn,5/1/2017,70,90,41,95,508,635,68,571.5,2,481.5,5.633802817,65.55479918,35.594301
4885,593.7458252,California,Grapes,2/1/2014,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4886,1973.990301,California,Grapes,4/1/2014,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
4887,1002.142657,Kansas,Soybean,5/1/2016,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4888,1075.430605,California,Grapes,2/1/2017,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4889,3902.370812,Kansas,Soybean,5/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4890,2438.502258,Kansas,Wheat,4/1/2014,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
4891,964.5351476,Iowa,Soybean,5/1/2021,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4892,1650.469588,Iowa,Soybean,5/1/2019,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4893,1054.292294,Kansas,Wheat,9/1/2018,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
4894,1782.82705,California,Grapes,2/1/2015,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4895,202.1189409,California,Grapes,3/1/2017,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4896,4158.949369,Kansas,Wheat,4/1/2016,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
4897,344.61027,Iowa,Corn,5/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4898,4007.219791,Kansas,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4899,1250.776512,Iowa,Soybean,5/1/2016,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4900,3456.804648,Kansas,Wheat,4/1/2018,60,75,70,75,200,250,72.5,225,12.5,150,35.21126761,20.42205582,27.81666171
4901,1148.092493,Iowa,Soybean,5/1/2016,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4902,643.3753392,California,Almonds,11/1/2017,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4903,1298.901674,California,Grapes,3/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
4904,3411.612691,Kansas,Corn,4/1/2013,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
4905,1274.80984,California,Grapes,4/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
4906,4426.22729,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4907,1815.773941,California,Almonds,10/1/2015,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4908,2186.759421,Kansas,Corn,5/1/2019,70,90,41,95,508,635,68,571.5,2,481.5,5.633802817,65.55479918,35.594301
4909,2140.781253,Kansas,Soybean,5/1/2018,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4910,4579.12442,California,Almonds,10/1/2014,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4911,888.8947171,California,Almonds,10/1/2013,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4912,4883.317778,California,Grapes,3/1/2018,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4913,4842.713214,California,Grapes,3/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
4914,905.1094666,California,Grapes,2/1/2017,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4915,1921.779452,Kansas,Corn,5/1/2022,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4916,4186.877935,California,Almonds,10/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4917,322.5467409,Kansas,Soybean,6/1/2015,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
4918,4038.957038,Kansas,Wheat,9/1/2018,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
4919,4385.517245,California,Almonds,11/1/2016,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4920,1181.55257,Iowa,Corn,5/1/2013,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
4921,3371.135116,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4922,3104.879229,Kansas,Soybean,5/1/2013,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4923,909.0111525,California,Almonds,11/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4924,708.6052177,Kansas,Corn,6/1/2015,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
4925,3842.236173,California,Almonds,10/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4926,3413.149854,Kansas,Soybean,5/1/2014,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4927,4239.322708,Kansas,Wheat,11/1/2016,50,40,70,75,200,250,72.5,225,22.5,185,63.38028169,25.18720218,44.28374193
4928,1636.425761,Iowa,Soybean,6/1/2016,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4929,4966.044414,Iowa,Corn,6/1/2016,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
4930,2650.852533,Iowa,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4931,1254.320123,California,Almonds,11/1/2022,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4932,3509.418949,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4933,121.3189033,Kansas,Wheat,9/1/2014,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
4934,1792.49204,Iowa,Corn,6/1/2014,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
4935,4307.775726,Iowa,Soybean,6/1/2017,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4936,2686.785787,California,Almonds,11/1/2016,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4937,3834.290982,California,Grapes,3/1/2017,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4938,530.3733622,California,Grapes,4/1/2018,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
4939,1109.188923,Kansas,Soybean,6/1/2013,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
4940,2285.469538,Kansas,Corn,6/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4941,3314.532625,California,Grapes,3/1/2016,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4942,4140.853005,California,Grapes,3/1/2018,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4943,865.5088836,Kansas,Wheat,11/1/2017,50,40,70,75,200,250,72.5,225,22.5,185,63.38028169,25.18720218,44.28374193
4944,4108.542848,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4945,3007.429898,California,Almonds,10/1/2022,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4946,339.0130555,Kansas,Corn,6/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4947,4792.124638,Iowa,Corn,4/1/2015,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
4948,3563.859574,Iowa,Soybean,5/1/2013,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4949,3858.391194,Kansas,Corn,4/1/2017,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
4950,741.5585448,Kansas,Soybean,6/1/2015,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
4951,4133.90252,Iowa,Corn,4/1/2013,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
4952,2699.707841,California,Grapes,3/1/2018,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4953,1169.444356,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4954,1956.695678,Iowa,Corn,5/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4955,2277.229305,California,Almonds,10/1/2018,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4956,2010.998498,California,Grapes,2/1/2018,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4957,2858.592861,Iowa,Corn,5/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4958,1255.488071,California,Grapes,4/1/2018,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
4959,4333.594562,Iowa,Soybean,5/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4960,2122.803172,Iowa,Soybean,5/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4961,3408.883647,Iowa,Soybean,6/1/2014,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4962,2997.072699,Kansas,Corn,4/1/2014,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
4963,2326.614794,Iowa,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4964,1966.563539,Kansas,Corn,4/1/2019,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
4965,3947.345887,California,Almonds,10/1/2017,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4966,4187.571212,Iowa,Corn,5/1/2018,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
4967,1211.929896,Kansas,Soybean,5/1/2018,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
4968,368.9061597,Iowa,Soybean,5/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4969,2842.502499,California,Almonds,11/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4970,2532.856869,Kansas,Wheat,9/1/2018,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
4971,1077.329918,Iowa,Soybean,5/1/2018,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4972,3554.226901,Kansas,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4973,3427.827819,Kansas,Corn,4/1/2021,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
4974,302.6063909,California,Grapes,2/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
4975,300.4320434,Iowa,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4976,1329.783557,Kansas,Wheat,10/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
4977,1603.948807,California,Almonds,10/1/2021,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4978,3842.776948,Kansas,Wheat,5/1/2019,70,90,70,75,200,250,72.5,225,2.5,135,7.042253521,18.37985024,12.71105188
4979,2768.754628,Iowa,Soybean,6/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4980,1853.486613,Iowa,Soybean,5/1/2019,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4981,4607.204853,California,Almonds,11/1/2015,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
4982,1245.025625,Kansas,Wheat,10/1/2013,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
4983,3600.508499,Kansas,Corn,4/1/2015,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
4984,2456.820152,California,Grapes,3/1/2016,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
4985,3811.461729,California,Almonds,10/1/2019,60,28,32,45,400,500,38.5,450,21.5,422,60.56338028,57.45405037,59.00871533
4986,2403.466295,California,Almonds,11/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4987,97.9664326,Kansas,Corn,5/1/2016,70,90,41,95,508,635,68,571.5,2,481.5,5.633802817,65.55479918,35.594301
4988,4792.199465,Iowa,Soybean,5/1/2016,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4989,4995.956354,California,Grapes,4/1/2019,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
4990,1268.079785,Iowa,Soybean,5/1/2017,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
4991,4745.154404,Iowa,Soybean,6/1/2013,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
4992,4976.250689,California,Grapes,2/1/2015,48,76,77,90,635,890,83.5,762.5,35.5,686.5,100,93.46494214,96.73247107
4993,173.5852548,Kansas,Soybean,5/1/2020,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
4994,646.4100231,Kansas,Soybean,6/1/2018,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
4995,918.4016538,Kansas,Wheat,9/1/2016,75,75,70,75,200,250,72.5,225,2.5,150,7.042253521,20.42205582,13.73215467
4996,1579.834335,California,Almonds,11/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
4997,2046.325517,Iowa,Corn,4/1/2017,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
4998,2915.922776,Kansas,Wheat,10/1/2018,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
4999,1993.635158,California,Grapes,3/1/2015,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
5000,2538.817203,Iowa,Corn,4/1/2018,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
5001,3220.390695,Kansas,Soybean,6/1/2013,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
5002,3593.533832,Kansas,Corn,6/1/2018,80,100,41,95,508,635,68,571.5,12,471.5,33.8028169,64.1933288,48.99807285
5003,1291.007021,Kansas,Wheat,5/1/2017,70,90,70,75,200,250,72.5,225,2.5,135,7.042253521,18.37985024,12.71105188
5004,3109.110976,California,Grapes,2/1/2022,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
5005,3976.253057,California,Grapes,3/1/2014,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
5006,93.39870599,California,Almonds,11/1/2017,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
5007,3761.5332,Iowa,Corn,5/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
5008,172.5231074,Kansas,Soybean,6/1/2022,63.52640545,79.87720045,50,70,50,90,60,70,3.526405451,9.877200454,9.933536483,1.344751594,5.639144038
5009,97.41436543,Iowa,Corn,6/1/2014,75,105,41,95,508,635,68,571.5,7,466.5,19.71830986,63.5125936,41.61545173
5010,2578.35275,Iowa,Soybean,6/1/2016,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
5011,648.0889475,Iowa,Soybean,5/1/2019,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
5012,3002.554899,California,Almonds,11/1/2013,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
5013,498.4972678,Kansas,Wheat,11/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
5014,797.2435649,California,Grapes,4/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
5015,2825.12481,Iowa,Soybean,5/1/2017,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
5016,820.0487523,California,Grapes,4/1/2017,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
5017,3197.144094,California,Grapes,3/1/2020,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
5018,3927.220535,California,Grapes,4/1/2015,55,28,77,90,635,890,83.5,762.5,28.5,734.5,80.28169014,100,90.14084507
5019,4258.095842,Kansas,Soybean,5/1/2017,70,90,50,70,50,90,60,70,10,20,28.16901408,2.722940776,15.44597743
5020,329.6826544,Kansas,Wheat,10/1/2013,65,60,70,75,200,250,72.5,225,7.5,165,21.12676056,22.4642614,21.79551098
5021,4245.751951,Iowa,Soybean,6/1/2017,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
5022,1624.428585,Kansas,Corn,4/1/2014,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
5023,2906.189436,California,Grapes,3/1/2015,52,70,77,90,635,890,83.5,762.5,31.5,692.5,88.73239437,94.28182437,91.50710937
5024,3121.76042,Kansas,Corn,6/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
5025,2128.732405,California,Almonds,11/1/2022,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
5026,4017.977318,Iowa,Soybean,5/1/2018,65,110,50,70,50,90,60,70,5,40,14.08450704,5.445881552,9.765194297
5027,2846.990065,Iowa,Soybean,6/1/2018,75,105,50,70,50,90,60,70,15,35,42.25352113,4.765146358,23.50933374
5028,3592.724678,Kansas,Soybean,6/1/2015,80,100,50,70,50,90,60,70,20,30,56.33802817,4.084411164,30.21121967
5029,4435.235251,Kansas,Wheat,11/1/2017,50,40,70,75,200,250,72.5,225,22.5,185,63.38028169,25.18720218,44.28374193
5030,712.51973,Iowa,Corn,4/1/2019,55,95,41,95,508,635,68,571.5,13,476.5,36.61971831,64.87406399,50.74689115
5031,1723.46588,Iowa,Corn,5/1/2015,65,110,41,95,508,635,68,571.5,3,461.5,8.450704225,62.83185841,35.64128132
5032,1151.863562,Kansas,Wheat,4/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
5033,2023.370443,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
5034,2702.440258,California,Grapes,4/1/2021,63.52640545,79.87720045,77,90,635,890,83.5,762.5,19.97359455,682.6227995,56.26364662,92.93707278,74.6003597
5035,821.649014,Kansas,Corn,6/1/2020,63.52640545,79.87720045,41,95,508,635,68,571.5,4.473594549,491.6227995,12.60167478,66.93298837,39.76733158
5036,2888.357923,California,Almonds,11/1/2014,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
5037,3805.185099,Kansas,Wheat,5/1/2020,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
5038,786.6415467,California,Almonds,11/1/2016,53,63,32,45,400,500,38.5,450,14.5,387,40.84507042,52.68890402,46.76698722
5039,3521.628418,Kansas,Corn,4/1/2017,60,75,41,95,508,635,68,571.5,8,496.5,22.53521127,67.59700477,45.06610802
5040,1101.893493,California,Almonds,11/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
5041,2226.276855,California,Almonds,11/1/2020,63.52640545,79.87720045,32,45,400,500,38.5,450,25.02640545,370.1227995,70.49691676,50.39112315,60.44401996
5042,4287.712495,Kansas,Wheat,9/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
5043,3850.349355,Kansas,Wheat,9/1/2021,63.52640545,79.87720045,70,75,200,250,72.5,225,8.973594549,145.1227995,25.27773112,19.75803942,22.51788527
